Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
49.1,2025-02-18,Tuesday,13:30:00,3.29,0.1,CE,2700.0,Sell,2025-02-18,Tuesday,17:25:00,0.16,0.313,95.13677811550151,2025-02-18,,,Exit Condition Met For Trade
49.2,2025-02-18,Tuesday,13:30:00,6.53,0.1,PE,2660.0,Sell,2025-02-18,Tuesday,17:25:00,0.01,0.6520000000000001,99.8468606431853,2025-02-18,,,Exit Condition Met For Trade
50,2025-02-19,,13:30:00,2708.43,,,,,2025-02-19,,17:25:00,2727.91,0.10999999999999999,,,0.3480000000000001,-0.8569999999999999,Exit Condition Met For Trade
50.1,2025-02-19,Wednesday,13:30:00,6.53,0.1,CE,2720.0,Sell,2025-02-19,Wednesday,17:25:00,8.36,-0.18299999999999994,-28.024502297090336,2025-02-19,,,Exit Condition Met For Trade
50.2,2025-02-19,Wednesday,13:30:00,2.95,0.1,PE,2680.0,Sell,2025-02-19,Wednesday,17:25:00,0.01,0.29400000000000004,99.66101694915255,2025-02-19,,,Exit Condition Met For Trade
51,2025-02-20,,13:30:00,2730.11,,,,,2025-02-20,,17:25:00,2738.02,0.79,,,0.79,0,Exit Condition Met For Trade
51.1,2025-02-20,Thursday,13:30:00,1.68,0.1,CE,2760.0,Sell,2025-02-20,Thursday,17:25:00,0.01,0.167,99.40476190476191,2025-02-20,,,Exit Condition Met For Trade
51.2,2025-02-20,Thursday,13:30:00,6.23,0.1,PE,2720.0,Sell,2025-02-20,Thursday,17:25:00,0.01,0.6220000000000001,99.8394863563403,2025-02-20,,,Exit Condition Met For Trade
52,2025-02-21,,13:30:00,2756.27,,,,,2025-02-21,,17:25:00,2791.54,-0.66,,,0.41100000000000003,-3.3419999999999996,Exit Condition Met For Trade
52.1,2025-02-21,Friday,13:30:00,2.49,0.1,CE,2780.0,Sell,2025-02-21,Friday,17:25:00,15.78,-1.329,-533.7349397590361,2025-02-21,,,Exit Condition Met For Trade
52.2,2025-02-21,Friday,13:30:00,6.72,0.1,PE,2750.0,Sell,2025-02-21,Friday,17:25:00,0.01,0.671,99.85119047619048,2025-02-21,,,Exit Condition Met For Trade
53,2025-02-22,,13:30:00,2684.37,,,,,2025-02-22,,17:25:00,2734.89,-3.1399999999999997,,,0.24600000000000005,-4.312,Exit Condition Met For Trade
53.1,2025-02-22,Saturday,13:30:00,4.21,0.1,CE,2700.0,Sell,2025-02-22,Saturday,17:25:00,37.36,-3.315,-787.4109263657957,2025-02-22,,,Exit Condition Met For Trade
53.2,2025-02-22,Saturday,13:30:00,1.81,0.1,PE,2660.0,Sell,2025-02-22,Saturday,17:25:00,0.01,0.18000000000000002,99.4475138121547,2025-02-22,,,Exit Condition Met For Trade
54,2025-02-23,,13:30:00,2825.15,,,,,2025-02-23,,17:25:00,2798.76,0.36,,,0.619,-0.3540000000000001,Exit Condition Met For Trade
54.1,2025-02-23,Sunday,13:30:00,4.91,0.1,CE,2840.0,Sell,2025-02-23,Sunday,17:25:00,0.01,0.49000000000000005,99.79633401221997,2025-02-23,,,Exit Condition Met For Trade
54.2,2025-02-23,Sunday,13:30:00,2.79,0.1,PE,2800.0,Sell,2025-02-23,Sunday,17:25:00,4.1,-0.13099999999999998,-46.953405017921135,2025-02-23,,,Exit Condition Met For Trade
55,2025-02-24,,13:30:00,2722.02,,,,,2025-02-24,,17:25:00,2688.06,-0.040000000000000036,,,0.554,-2.1310000000000002,Exit Condition Met For Trade
55.1,2025-02-24,Monday,13:30:00,7.49,0.1,CE,2740.0,Sell,2025-02-24,Monday,17:25:00,0.01,0.7480000000000001,99.86648865153538,2025-02-24,,,Exit Condition Met For Trade
55.2,2025-02-24,Monday,13:30:00,6.37,0.1,PE,2700.0,Sell,2025-02-24,Monday,17:25:00,14.3,-0.7930000000000001,-124.48979591836736,2025-02-24,,,Exit Condition Met For Trade
56,2025-02-25,,13:30:00,2367.92,,,,,2025-02-25,,17:25:00,2430.73,0.3400000000000001,,,2.3760000000000003,-1.5379999999999998,Exit Condition Met For Trade
56.1,2025-02-25,Tuesday,13:30:00,17.48,0.1,CE,2380.0,Sell,2025-02-25,Tuesday,17:25:00,23.35,-0.5870000000000001,-33.58123569794051,2025-02-25,,,Exit Condition Met For Trade
56.2,2025-02-25,Tuesday,13:30:00,9.27,0.1,PE,2340.0,Sell,2025-02-25,Tuesday,17:25:00,0.01,0.926,99.89212513484358,2025-02-25,,,Exit Condition Met For Trade
57,2025-02-26,,13:30:00,2483.92,,,,,2025-02-26,,17:25:00,2467.66,0.8500000000000001,,,0.8500000000000001,-0.42300000000000004,Exit Condition Met For Trade
57.1,2025-02-26,Wednesday,13:30:00,5.21,0.1,CE,2500.0,Sell,2025-02-26,Wednesday,17:25:00,0.01,0.52,99.8080614203455,2025-02-26,,,Exit Condition Met For Trade
57.2,2025-02-26,Wednesday,13:30:00,3.28,0.1,PE,2460.0,Sell,2025-02-26,Wednesday,17:25:00,0.01,0.327,99.69512195121952,2025-02-26,,,Exit Condition Met For Trade
58,2025-02-27,,13:30:00,2356.18,,,,,2025-02-27,,17:25:00,2350.0,1.11,,,1.11,-0.01100000000000012,Exit Condition Met For Trade
58.1,2025-02-27,Thursday,13:30:00,4.6,0.1,CE,2380.0,Sell,2025-02-27,Thursday,17:25:00,0.01,0.459,99.78260869565219,2025-02-27,,,Exit Condition Met For Trade
58.2,2025-02-27,Thursday,13:30:00,6.48,0.1,PE,2340.0,Sell,2025-02-27,Thursday,17:25:00,0.01,0.6470000000000001,99.84567901234568,2025-02-27,,,Exit Condition Met For Trade
59,2025-02-28,,13:30:00,2106.13,,,,,2025-02-28,,17:25:00,2127.81,1.47,,,2.0279999999999996,-0.895,Exit Condition Met For Trade
59.1,2025-02-28,Friday,13:30:00,17.06,0.1,CE,2120.0,Sell,2025-02-28,Friday,17:25:00,14.62,0.24399999999999997,14.302461899179365,2025-02-28,,,Exit Condition Met For Trade
59.2,2025-02-28,Friday,13:30:00,12.26,0.1,PE,2080.0,Sell,2025-02-28,Friday,17:25:00,0.01,1.225,99.9184339314845,2025-02-28,,,Exit Condition Met For Trade
60,2025-03-01,,13:30:00,2229.14,,,,,2025-03-01,,17:25:00,2182.0,-0.83,,,0.705,-1.625,Exit Condition Met For Trade
60.1,2025-03-01,Saturday,13:30:00,6.01,0.1,CE,2240.0,Sell,2025-03-01,Saturday,17:25:00,0.01,0.6000000000000001,99.83361064891847,2025-03-01,,,Exit Condition Met For Trade
60.2,2025-03-01,Saturday,13:30:00,2.15,0.1,PE,2200.0,Sell,2025-03-01,Saturday,17:25:00,16.46,-1.431,-665.5813953488372,2025-03-01,,,Exit Condition Met For Trade
61,2025-03-02,,13:30:00,2221.41,,,,,2025-03-02,,17:25:00,2238.5,0.56,,,0.565,-0.9869999999999999,Exit Condition Met For Trade
61.1,2025-03-02,Sunday,13:30:00,3.84,0.1,CE,2240.0,Sell,2025-03-02,Sunday,17:25:00,1.66,0.21799999999999997,56.77083333333333,2025-03-02,,,Exit Condition Met For Trade
61.2,2025-03-02,Sunday,13:30:00,3.38,0.1,PE,2200.0,Sell,2025-03-02,Sunday,17:25:00,0.01,0.337,99.70414201183432,2025-03-02,,,Exit Condition Met For Trade
62,2025-03-03,,13:30:00,2387.29,,,,,2025-03-03,,17:25:00,2351.96,1.56,,,1.5750000000000002,-1.779,Exit Condition Met For Trade
62.1,2025-03-03,Monday,13:30:00,13.28,0.1,CE,2400.0,Sell,2025-03-03,Monday,17:25:00,0.01,1.327,99.92469879518073,2025-03-03,,,Exit Condition Met For Trade
62.2,2025-03-03,Monday,13:30:00,7.88,0.1,PE,2360.0,Sell,2025-03-03,Monday,17:25:00,5.58,0.22999999999999998,29.187817258883246,2025-03-03,,,Exit Condition Met For Trade
63,2025-03-04,,13:30:00,2080.6,,,,,2025-03-04,,17:25:00,2106.7,1.06,,,1.3050000000000002,-0.46599999999999997,Exit Condition Met For Trade
63.1,2025-03-04,Tuesday,13:30:00,9.5,0.1,CE,2100.0,Sell,2025-03-04,Tuesday,17:25:00,8.05,0.14499999999999993,15.263157894736835,2025-03-04,,,Exit Condition Met For Trade
63.2,2025-03-04,Tuesday,13:30:00,9.18,0.1,PE,2060.0,Sell,2025-03-04,Tuesday,17:25:00,0.01,0.917,99.89106753812636,2025-03-04,,,Exit Condition Met For Trade
64,2025-03-05,,13:30:00,2206.92,,,,,2025-03-05,,17:25:00,2212.83,0.66,,,0.7709999999999999,-3.7980000000000005,Exit Condition Met For Trade
64.1,2025-03-05,Wednesday,13:30:00,8.68,0.1,CE,2220.0,Sell,2025-03-05,Wednesday,17:25:00,6.36,0.23199999999999996,26.728110599078335,2025-03-05,,,Exit Condition Met For Trade
64.2,2025-03-05,Wednesday,13:30:00,4.31,0.1,PE,2180.0,Sell,2025-03-05,Wednesday,17:25:00,0.01,0.43,99.7679814385151,2025-03-05,,,Exit Condition Met For Trade
65,2025-03-06,,13:30:00,2286.06,,,,,2025-03-06,,17:25:00,2296.34,0.96,,,0.9740000000000001,-0.19099999999999984,Exit Condition Met For Trade
65.1,2025-03-06,Thursday,13:30:00,6.62,0.1,CE,2300.0,Sell,2025-03-06,Thursday,17:25:00,0.17,0.645,97.43202416918429,2025-03-06,,,Exit Condition Met For Trade
65.2,2025-03-06,Thursday,13:30:00,3.23,0.1,PE,2260.0,Sell,2025-03-06,Thursday,17:25:00,0.01,0.32200000000000006,99.69040247678019,2025-03-06,,,Exit Condition Met For Trade
66,2025-03-07,,13:30:00,2192.41,,,,,2025-03-07,,17:25:00,2196.26,1.29,,,1.294,-0.18300000000000005,Exit Condition Met For Trade
66.1,2025-03-07,Friday,13:30:00,4.66,0.1,CE,2220.0,Sell,2025-03-07,Friday,17:25:00,0.03,0.463,99.35622317596567,2025-03-07,,,Exit Condition Met For Trade
66.2,2025-03-07,Friday,13:30:00,8.4,0.1,PE,2180.0,Sell,2025-03-07,Friday,17:25:00,0.09,0.8310000000000001,98.92857142857143,2025-03-07,,,Exit Condition Met For Trade
67,2025-03-08,,13:30:00,2137.8,,,,,2025-03-08,,17:25:00,2137.53,0.39,,,0.397,-0.20899999999999996,Exit Condition Met For Trade
67.1,2025-03-08,Saturday,13:30:00,1.66,0.1,CE,2160.0,Sell,2025-03-08,Saturday,17:25:00,0.01,0.165,99.3975903614458,2025-03-08,,,Exit Condition Met For Trade
67.2,2025-03-08,Saturday,13:30:00,2.33,0.1,PE,2120.0,Sell,2025-03-08,Saturday,17:25:00,0.01,0.23200000000000004,99.57081545064379,2025-03-08,,,Exit Condition Met For Trade
68,2025-03-09,,13:30:00,2185.03,,,,,2025-03-09,,17:25:00,2145.15,-0.98,,,0.414,-2.3689999999999998,Exit Condition Met For Trade
68.1,2025-03-09,Sunday,13:30:00,5.05,0.1,CE,2200.0,Sell,2025-03-09,Sunday,17:25:00,0.01,0.504,99.8019801980198,2025-03-09,,,Exit Condition Met For Trade
68.2,2025-03-09,Sunday,13:30:00,1.15,0.1,PE,2160.0,Sell,2025-03-09,Sunday,17:25:00,15.99,-1.484,-1290.4347826086957,2025-03-09,,,Exit Condition Met For Trade
69,2025-03-10,,13:30:00,2075.26,,,,,2025-03-10,,17:25:00,2135.51,-1.1199999999999999,,,0.565,-3.5080000000000005,Exit Condition Met For Trade
69.1,2025-03-10,Monday,13:30:00,3.42,0.1,CE,2100.0,Sell,2025-03-10,Monday,17:25:00,20.14,-1.672,-488.8888888888889,2025-03-10,,,Exit Condition Met For Trade
69.2,2025-03-10,Monday,13:30:00,5.53,0.1,PE,2060.0,Sell,2025-03-10,Monday,17:25:00,0.01,0.552,99.81916817359856,2025-03-10,,,Exit Condition Met For Trade
70,2025-03-11,,13:30:00,1904.05,,,,,2025-03-11,,17:25:00,1915.88,1.52,,,1.5300000000000002,-0.22799999999999998,Exit Condition Met For Trade
70.1,2025-03-11,Tuesday,13:30:00,9.3,0.1,CE,1920.0,Sell,2025-03-11,Tuesday,17:25:00,0.3,0.9,96.77419354838709,2025-03-11,,,Exit Condition Met For Trade
70.2,2025-03-11,Tuesday,13:30:00,6.24,0.1,PE,1880.0,Sell,2025-03-11,Tuesday,17:25:00,0.01,0.6230000000000001,99.83974358974359,2025-03-11,,,Exit Condition Met For Trade
71,2025-03-12,,13:30:00,1911.43,,,,,2025-03-12,,17:25:00,1913.32,0.99,,,0.992,-1.5670000000000002,Exit Condition Met For Trade
71.1,2025-03-12,Wednesday,13:30:00,2.99,0.1,CE,1940.0,Sell,2025-03-12,Wednesday,17:25:00,0.01,0.29800000000000004,99.6655518394649,2025-03-12,,,Exit Condition Met For Trade
71.2,2025-03-12,Wednesday,13:30:00,7.01,0.1,PE,1900.0,Sell,2025-03-12,Wednesday,17:25:00,0.13,0.6880000000000001,98.14550641940086,2025-03-12,,,Exit Condition Met For Trade
72,2025-03-13,,13:30:00,1872.13,,,,,2025-03-13,,17:25:00,1896.48,1.1199999999999999,,,1.1239999999999999,-0.5670000000000002,Exit Condition Met For Trade
72.1,2025-03-13,Thursday,13:30:00,4.12,0.1,CE,1900.0,Sell,2025-03-13,Thursday,17:25:00,0.01,0.41100000000000003,99.75728155339807,2025-03-13,,,Exit Condition Met For Trade
72.2,2025-03-13,Thursday,13:30:00,7.14,0.1,PE,1860.0,Sell,2025-03-13,Thursday,17:25:00,0.01,0.7130000000000001,99.85994397759104,2025-03-13,,,Exit Condition Met For Trade
73,2025-03-14,,13:30:00,1893.26,,,,,2025-03-14,,17:25:00,1902.22,0.62,,,0.62,-0.030000000000000027,Exit Condition Met For Trade
73.1,2025-03-14,Friday,13:30:00,2.12,0.1,CE,1920.0,Sell,2025-03-14,Friday,17:25:00,0.01,0.21100000000000005,99.52830188679246,2025-03-14,,,Exit Condition Met For Trade
73.2,2025-03-14,Friday,13:30:00,4.09,0.1,PE,1880.0,Sell,2025-03-14,Friday,17:25:00,0.01,0.40800000000000003,99.75550122249389,2025-03-14,,,Exit Condition Met For Trade
74,2025-03-15,,13:30:00,1917.9,,,,,2025-03-15,,17:25:00,1931.87,0.21000000000000002,,,0.21200000000000002,-0.033,Exit Condition Met For Trade
74.1,2025-03-15,Saturday,13:30:00,0.82,0.1,CE,1940.0,Sell,2025-03-15,Saturday,17:25:00,0.01,0.081,98.78048780487805,2025-03-15,,,Exit Condition Met For Trade
74.2,2025-03-15,Saturday,13:30:00,1.32,0.1,PE,1900.0,Sell,2025-03-15,Saturday,17:25:00,0.01,0.131,99.24242424242424,2025-03-15,,,Exit Condition Met For Trade
75,2025-03-16,,13:30:00,1926.14,,,,,2025-03-16,,17:25:00,1871.69,-2.42,,,0.134,-2.4990000000000006,Exit Condition Met For Trade
75.1,2025-03-16,Sunday,13:30:00,1.49,0.1,CE,1940.0,Sell,2025-03-16,Sunday,17:25:00,0.01,0.148,99.32885906040269,2025-03-16,,,Exit Condition Met For Trade
75.2,2025-03-16,Sunday,13:30:00,0.38,0.1,PE,1900.0,Sell,2025-03-16,Sunday,17:25:00,26.09,-2.571,-6765.789473684211,2025-03-16,,,Exit Condition Met For Trade
76,2025-03-17,,13:30:00,1900.97,,,,,2025-03-17,,17:25:00,1911.3,0.48,,,0.48000000000000004,0,Exit Condition Met For Trade
76.1,2025-03-17,Monday,13:30:00,2.6,0.1,CE,1920.0,Sell,2025-03-17,Monday,17:25:00,0.04,0.256,98.46153846153845,2025-03-17,,,Exit Condition Met For Trade
76.2,2025-03-17,Monday,13:30:00,2.24,0.1,PE,1880.0,Sell,2025-03-17,Monday,17:25:00,0.01,0.22300000000000006,99.55357142857144,2025-03-17,,,Exit Condition Met For Trade
77,2025-03-18,,13:30:00,1904.93,,,,,2025-03-18,,17:25:00,1890.86,0.33,,,0.332,-0.05199999999999999,Exit Condition Met For Trade
77.1,2025-03-18,Tuesday,13:30:00,2.33,0.1,CE,1920.0,Sell,2025-03-18,Tuesday,17:25:00,0.01,0.23200000000000004,99.57081545064379,2025-03-18,,,Exit Condition Met For Trade
77.2,2025-03-18,Tuesday,13:30:00,1.01,0.1,PE,1880.0,Sell,2025-03-18,Tuesday,17:25:00,0.01,0.1,99.00990099009901,2025-03-18,,,Exit Condition Met For Trade
78,2025-03-19,,13:30:00,1932.1,,,,,2025-03-19,,17:25:00,2028.2,-5.89,,,0.23500000000000004,-5.998000000000001,Exit Condition Met For Trade
78.1,2025-03-19,Wednesday,13:30:00,0.82,0.1,CE,1960.0,Sell,2025-03-19,Wednesday,17:25:00,62.53,-6.171,-7525.609756097561,2025-03-19,,,Exit Condition Met For Trade
78.2,2025-03-19,Wednesday,13:30:00,2.77,0.1,PE,1920.0,Sell,2025-03-19,Wednesday,17:25:00,0.01,0.276,99.63898916967509,2025-03-19,,,Exit Condition Met For Trade
79,2025-03-20,,13:30:00,2007.48,,,,,2025-03-20,,17:25:00,1990.19,0.5700000000000001,,,0.5730000000000001,-0.44000000000000006,Exit Condition Met For Trade
79.1,2025-03-20,Thursday,13:30:00,4.01,0.1,CE,2020.0,Sell,2025-03-20,Thursday,17:25:00,0.01,0.4,99.75062344139651,2025-03-20,,,Exit Condition Met For Trade
79.2,2025-03-20,Thursday,13:30:00,1.74,0.1,PE,1980.0,Sell,2025-03-20,Thursday,17:25:00,0.01,0.17300000000000001,99.42528735632185,2025-03-20,,,Exit Condition Met For Trade
80,2025-03-21,,13:30:00,1976.92,,,,,2025-03-21,,17:25:00,1965.7,0.41000000000000003,,,0.41000000000000003,-0.239,Exit Condition Met For Trade
80.1,2025-03-21,Friday,13:30:00,1.8,0.1,CE,2000.0,Sell,2025-03-21,Friday,17:25:00,0.01,0.17900000000000002,99.44444444444444,2025-03-21,,,Exit Condition Met For Trade
80.2,2025-03-21,Friday,13:30:00,2.34,0.1,PE,1960.0,Sell,2025-03-21,Friday,17:25:00,0.02,0.23199999999999998,99.14529914529913,2025-03-21,,,Exit Condition Met For Trade
81,2025-03-22,,13:30:00,1984.28,,,,,2025-03-22,,17:25:00,1989.41,0.15,,,0.151,-0.553,Exit Condition Met For Trade
81.1,2025-03-22,Saturday,13:30:00,1.18,0.1,CE,2000.0,Sell,2025-03-22,Saturday,17:25:00,0.01,0.11699999999999999,99.15254237288136,2025-03-22,,,Exit Condition Met For Trade
81.2,2025-03-22,Saturday,13:30:00,0.35,0.1,PE,1960.0,Sell,2025-03-22,Saturday,17:25:00,0.01,0.033999999999999996,97.14285714285715,2025-03-22,,,Exit Condition Met For Trade
82,2025-03-23,,13:30:00,2008.09,,,,,2025-03-23,,17:25:00,2005.7,0.22000000000000003,,,0.22000000000000003,-0.248,Exit Condition Met For Trade
82.1,2025-03-23,Sunday,13:30:00,1.69,0.1,CE,2020.0,Sell,2025-03-23,Sunday,17:25:00,0.02,0.167,98.81656804733728,2025-03-23,,,Exit Condition Met For Trade
82.2,2025-03-23,Sunday,13:30:00,0.51,0.1,PE,1980.0,Sell,2025-03-23,Sunday,17:25:00,0.01,0.05,98.0392156862745,2025-03-23,,,Exit Condition Met For Trade
83,2025-03-24,,13:30:00,2069.18,,,,,2025-03-24,,17:25:00,2094.35,-0.62,,,0,-1.4659999999999997,Exit Condition Met For Trade
83.1,2025-03-24,Monday,13:30:00,5.44,0.1,CE,2080.0,Sell,2025-03-24,Monday,17:25:00,12.8,-0.7360000000000001,-135.2941176470588,2025-03-24,,,Exit Condition Met For Trade
83.2,2025-03-24,Monday,13:30:00,1.22,0.1,PE,2040.0,Sell,2025-03-24,Monday,17:25:00,0.01,0.121,99.18032786885246,2025-03-24,,,Exit Condition Met For Trade
84,2025-03-25,,13:30:00,2055.72,,,,,2025-03-25,,17:25:00,2071.02,0.35,,,0.35,-0.08799999999999997,Exit Condition Met For Trade
84.1,2025-03-25,Tuesday,13:30:00,1.07,0.1,CE,2080.0,Sell,2025-03-25,Tuesday,17:25:00,0.01,0.10600000000000001,99.06542056074765,2025-03-25,,,Exit Condition Met For Trade
84.2,2025-03-25,Tuesday,13:30:00,2.41,0.1,PE,2040.0,Sell,2025-03-25,Tuesday,17:25:00,0.01,0.24000000000000005,99.5850622406639,2025-03-25,,,Exit Condition Met For Trade
85,2025-03-26,,13:30:00,2069.48,,,,,2025-03-26,,17:25:00,2068.76,0.38,,,0.38100000000000006,-0.0699999999999999,Exit Condition Met For Trade
85.1,2025-03-26,Wednesday,13:30:00,3.2,0.1,CE,2080.0,Sell,2025-03-26,Wednesday,17:25:00,0.03,0.31700000000000006,99.06250000000001,2025-03-26,,,Exit Condition Met For Trade
85.2,2025-03-26,Wednesday,13:30:00,0.63,0.1,PE,2040.0,Sell,2025-03-26,Wednesday,17:25:00,0.01,0.062,98.41269841269842,2025-03-26,,,Exit Condition Met For Trade
86,2025-03-27,,13:30:00,2026.38,,,,,2025-03-27,,17:25:00,2012.71,0.35,,,0.35,-0.14100000000000013,Exit Condition Met For Trade
86.1,2025-03-27,Thursday,13:30:00,2.48,0.1,CE,2040.0,Sell,2025-03-27,Thursday,17:25:00,0.01,0.24700000000000003,99.5967741935484,2025-03-27,,,Exit Condition Met For Trade
86.2,2025-03-27,Thursday,13:30:00,1.04,0.1,PE,2000.0,Sell,2025-03-27,Thursday,17:25:00,0.01,0.10300000000000001,99.03846153846153,2025-03-27,,,Exit Condition Met For Trade
87,2025-03-28,,13:30:00,1909.9,,,,,2025-03-28,,17:25:00,1900.29,0.8600000000000001,,,0.8600000000000001,-0.13,Exit Condition Met For Trade
87.1,2025-03-28,Friday,13:30:00,6.7,0.1,CE,1920.0,Sell,2025-03-28,Friday,17:25:00,0.01,0.669,99.85074626865672,2025-03-28,,,Exit Condition Met For Trade
87.2,2025-03-28,Friday,13:30:00,1.89,0.1,PE,1880.0,Sell,2025-03-28,Friday,17:25:00,0.02,0.187,98.94179894179895,2025-03-28,,,Exit Condition Met For Trade
88,2025-03-29,,13:30:00,1880.34,,,,,2025-03-29,,17:25:00,1838.99,-1.67,,,0.16600000000000004,-1.67,Exit Condition Met For Trade
88.1,2025-03-29,Saturday,13:30:00,0.67,0.1,CE,1900.0,Sell,2025-03-29,Saturday,17:25:00,0.01,0.066,98.50746268656715,2025-03-29,,,Exit Condition Met For Trade
88.2,2025-03-29,Saturday,13:30:00,1.56,0.1,PE,1860.0,Sell,2025-03-29,Saturday,17:25:00,18.93,-1.737,-1113.4615384615383,2025-03-29,,,Exit Condition Met For Trade
89,2025-03-30,,13:30:00,1837.65,,,,,2025-03-30,,17:25:00,1834.0,0.42000000000000004,,,0.42000000000000004,-0.010000000000000009,Exit Condition Met For Trade
89.1,2025-03-30,Sunday,13:30:00,2.27,0.1,CE,1860.0,Sell,2025-03-30,Sunday,17:25:00,0.01,0.22600000000000003,99.55947136563879,2025-03-30,,,Exit Condition Met For Trade
89.2,2025-03-30,Sunday,13:30:00,1.93,0.1,PE,1820.0,Sell,2025-03-30,Sunday,17:25:00,0.01,0.192,99.48186528497409,2025-03-30,,,Exit Condition Met For Trade
90,2025-03-31,,13:30:00,1798.99,,,,,2025-03-31,,17:25:00,1815.48,0.6699999999999999,,,0.6699999999999999,-0.14600000000000002,Exit Condition Met For Trade
90.1,2025-03-31,Monday,13:30:00,3.0,0.1,CE,1820.0,Sell,2025-03-31,Monday,17:25:00,0.01,0.29900000000000004,99.66666666666667,2025-03-31,,,Exit Condition Met For Trade
90.2,2025-03-31,Monday,13:30:00,3.67,0.1,PE,1780.0,Sell,2025-03-31,Monday,17:25:00,0.01,0.36600000000000005,99.7275204359673,2025-03-31,,,Exit Condition Met For Trade
91,2025-04-01,,13:30:00,1854.22,,,,,2025-04-01,,17:25:00,1860.43,0.27,,,0.272,-1.129,Exit Condition Met For Trade
91.1,2025-04-01,Tuesday,13:30:00,0.82,0.1,CE,1880.0,Sell,2025-04-01,Tuesday,17:25:00,0.01,0.081,98.78048780487805,2025-04-01,,,Exit Condition Met For Trade
91.2,2025-04-01,Tuesday,13:30:00,1.92,0.1,PE,1840.0,Sell,2025-04-01,Tuesday,17:25:00,0.01,0.191,99.47916666666667,2025-04-01,,,Exit Condition Met For Trade
92,2025-04-02,,13:30:00,1865.08,,,,,2025-04-02,,17:25:00,1869.53,0.5,,,0.5020000000000001,-0.6219999999999999,Exit Condition Met For Trade
92.1,2025-04-02,Wednesday,13:30:00,3.24,0.1,CE,1880.0,Sell,2025-04-02,Wednesday,17:25:00,0.04,0.32000000000000006,98.76543209876543,2025-04-02,,,Exit Condition Met For Trade
92.2,2025-04-02,Wednesday,13:30:00,1.81,0.1,PE,1840.0,Sell,2025-04-02,Wednesday,17:25:00,0.01,0.18000000000000002,99.4475138121547,2025-04-02,,,Exit Condition Met For Trade
93,2025-04-03,,13:30:00,1815.41,,,,,2025-04-03,,17:25:00,1795.52,0.16,,,0.3200000000000001,-0.7410000000000001,Exit Condition Met For Trade
93.1,2025-04-03,Thursday,13:30:00,1.57,0.1,CE,1840.0,Sell,2025-04-03,Thursday,17:25:00,0.01,0.15600000000000003,99.36305732484077,2025-04-03,,,Exit Condition Met For Trade
93.2,2025-04-03,Thursday,13:30:00,3.48,0.1,PE,1800.0,Sell,2025-04-03,Thursday,17:25:00,3.47,0.0009999999999999788,0.28735632183907434,2025-04-03,,,Exit Condition Met For Trade
94,2025-04-04,,13:30:00,1817.89,,,,,2025-04-04,,17:25:00,1781.55,-1.96,,,0.44399999999999995,-2.9310000000000005,Exit Condition Met For Trade
94.1,2025-04-04,Friday,13:30:00,2.12,0.1,CE,1840.0,Sell,2025-04-04,Friday,17:25:00,0.01,0.21100000000000005,99.52830188679246,2025-04-04,,,Exit Condition Met For Trade
94.2,2025-04-04,Friday,13:30:00,4.14,0.1,PE,1800.0,Sell,2025-04-04,Friday,17:25:00,25.83,-2.169,-523.9130434782609,2025-04-04,,,Exit Condition Met For Trade
95,2025-04-05,,13:30:00,1813.11,,,,,2025-04-05,,17:25:00,1807.63,0.33,,,0.332,-0.061,Exit Condition Met For Trade
95.1,2025-04-05,Saturday,13:30:00,0.72,0.1,CE,1840.0,Sell,2025-04-05,Saturday,17:25:00,0.01,0.071,98.61111111111111,2025-04-05,,,Exit Condition Met For Trade
95.2,2025-04-05,Saturday,13:30:00,2.62,0.1,PE,1800.0,Sell,2025-04-05,Saturday,17:25:00,0.01,0.26100000000000007,99.61832061068704,2025-04-05,,,Exit Condition Met For Trade
96,2025-04-06,,13:30:00,1797.83,,,,,2025-04-06,,17:25:00,1790.6,0.23,,,0.24,-0.20100000000000007,Exit Condition Met For Trade
96.1,2025-04-06,Sunday,13:30:00,1.03,0.1,CE,1820.0,Sell,2025-04-06,Sunday,17:25:00,0.01,0.10200000000000001,99.02912621359224,2025-04-06,,,Exit Condition Met For Trade
96.2,2025-04-06,Sunday,13:30:00,1.41,0.1,PE,1780.0,Sell,2025-04-06,Sunday,17:25:00,0.12,0.129,91.48936170212767,2025-04-06,,,Exit Condition Met For Trade
97,2025-04-07,,13:30:00,1460.52,,,,,2025-04-07,,17:25:00,1481.76,1.75,,,1.75,-1.662,Exit Condition Met For Trade
97.1,2025-04-07,Monday,13:30:00,10.94,0.1,CE,1480.0,Sell,2025-04-07,Monday,17:25:00,3.89,0.705,64.44241316270566,2025-04-07,,,Exit Condition Met For Trade
97.2,2025-04-07,Monday,13:30:00,10.54,0.1,PE,1440.0,Sell,2025-04-07,Monday,17:25:00,0.01,1.053,99.90512333965845,2025-04-07,,,Exit Condition Met For Trade
98,2025-04-08,,13:30:00,1570.85,,,,,2025-04-08,,17:25:00,1586.01,0.76,,,0.76,-0.515,Exit Condition Met For Trade
